GENZONE,JURSCODE,ZONING,MUNICIPALITY_NAME,ACRES,TC_ID,TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Area_Acres_Change,LowVeg_Area_Acres_Change,Barren_Area_Acres_Change,Water_Area_Acres_Change,Buildings_Area_Acres_Change,Road_Area_Acres_Change,Shrub_Area_Acres_Change,Wetlands_Area_Acres_Change,Impervious_Area_Acres_Change,TC_OutsideForest_A_Acres_2013,TC_InsideForest_A_Acres_2013,TC_OutsideForest_A_Acres_2018,TC_InsideForest_A_Acres_2018,TC_InsideForestChange_acres,TC_OutsideForestChange_acres
COMMERCIAL,CARR,C-2,,0.62679723,3746,0.394477318,-0.710059172,0,0,0.315581854,0,0,0,0,0.002471054,-0.004447897,0,0,0.001976843,0,0,0,0,0.083768731,0,0.086239785,0,0,0.002471054
COMMERCIAL,CARR,C-2,,0.97262632,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140602973,0,0.140602973,0,0,0
COMMERCIAL,CARR,C-2,,0.73320048,3748,0.303541315,-0.067453626,0,0,0,-0.23608769,0,0,0,0.002223949,-0.000494211,0,0,0,-0.001729738,0,0,0,0.059305296,0,0.061529245,0,0,0.002223949
COMMERCIAL,CARR,C-2,,1.72348228,3749,0.803097662,-0.401548831,0,0,0,-0.186433386,0,0,-0.215115445,0.013837902,-0.006918951,0,0,0,-0.00321237,0,0,-0.003706581,0.293067004,0,0.306904907,0,0,0.013837902
COMMERCIAL,CARR,C-2,,0.59081008,3750,-0.16722408,0.12541806,0,0,0,0,0,0,0.04180602,-0.000988422,0.000741316,0,0,0,0,0,0,0.000247105,0.194224844,0,0.193236423,0,0,-0.000988422
COMMERCIAL,CARR,C-2,,1.4841459,3751,0.083250083,-0.083250083,0,0,0,0,0,0,0,0.001235527,-0.001235527,0,0,0,0,0,0,0,0.103042952,0,0.104278479,0,0,0.001235527
COMMERCIAL,CARR,C-2,,0.57974033,3752,3.496801706,-1.57782516,0,0,0,0,0,0,-1.918976546,0.020262643,-0.0091429,0,0,0,0,0,0,-0.011119743,0.061282139,0,0.081544782,0,0,0.020262643
COMMERCIAL,CARR,C-2,,0.50263706,3753,-0.787014265,0.098376783,0,0,0,0,0,0,0.688637482,-0.003953686,0.000494211,0,0,0,0,0,0,0.003459476,0.055104504,0,0.051150818,0,0,-0.003953686
COMMERCIAL,CARR,C-2,,0.48513317,3754,0.356052899,-0.1017294,0,0,0,-0.305188199,0,0,0.0508647,0.001729738,-0.000494211,0,0,0,-0.001482632,0,0,0.000247105,0.03385344,0,0.035583178,0,0,0.001729738
COMMERCIAL,CARR,C-2,,0.24385192,3755,1.012145749,-0.303643725,0,0,-0.4048583,-0.303643725,0,0,0,0.002471054,-0.000741316,0,0,-0.000988422,-0.000741316,0,0,0,0.029899753,0,0.032370807,0,0,0.002471054
COMMERCIAL,CARR,C-2,,2.75909914,3756,0.707504926,-1.800107469,0,0,0.18807093,0,0,0,0.904531614,0.019521327,-0.049668185,0,0,0.005189213,0,0,0,0.024957645,0.715864344,0,0.73538567,0,0,0.019521327
COMMERCIAL,CARR,C-2,,0.24184084,3757,1.740020471,-1.740020471,0,0,0,0,0,0,0,0.004200792,-0.004200792,0,0,0,0,0,0,0,0.041513707,0,0.045714499,0,0,0.004200792
COMMERCIAL,CARR,C-2,,0.09194052,3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035830283,0,0.035830283,0,0,0
COMMERCIAL,CARR,C-2,,1.22094104,3759,-0.344129555,-2.064777328,0,0,2.004048583,0,0,0,0.4048583,-0.004200792,-0.025204751,0,0,0.024463435,0,0,0,0.004942108,0.277252259,0,0.273051467,0,0,-0.004200792
COMMERCIAL,CARR,C-2,,1.30407792,3760,2.083333333,-2.083333333,0,0,0,0,0,0,0,0.027181594,-0.027181594,0,0,0,0,0,0,0,0.325437812,0,0.352619406,0,0,0.027181594
COMMERCIAL,CARR,C-2,,1.6989076,3761,-0.276363636,-0.101818182,0,0,0,0,0,0,0.378181818,-0.004695003,-0.001729738,0,0,0,0,0,0,0.00642474,0.672373793,0,0.667678791,0,0,-0.004695003
COMMERCIAL,CARR,C-2,,0.77804095,3762,0.254129606,-0.254129606,0,0,0,0,0,0,0,0.001976843,-0.001976843,0,0,0,0,0,0,0,0.094394263,0,0.096371106,0,0,0.001976843
COMMERCIAL,CARR,C-2,,0.27336336,3763,0,0,0,0,1.127819549,0,0,0,-1.127819549,0,0,0,0,0.002965265,0,0,0,-0.002965265,0.035583178,0,0.035583178,0,0,0
COMMERCIAL,CARR,C-2,,0.1049755,3764,-1.904761905,1.904761905,0,0,0,0,0,0,0,-0.001976843,0.001976843,0,0,0,0,0,0,0,0.038301337,0,0.036324494,0,0,-0.001976843
COMMERCIAL,CARR,C-2,,0.13825875,3765,0.713012478,-0.713012478,0,0,0,0,0,0,0,0.000988422,-0.000988422,0,0,0,0,0,0,0,0.000247105,0,0.001235527,0,0,0.000988422
COMMERCIAL,CARR,C-2,,0.34627171,3766,0,-1.758087201,0,0,0,0,0,0,1.758087201,0,-0.006177635,0,0,0,0,0,0,0.006177635,0.122070068,0,0.122070068,0,0,0
COMMERCIAL,CARR,C-2,,0.07660521,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013096586,0,0.013096586,0,0,0
COMMERCIAL,CARR,C-2,,0.44363331,3768,0.05574136,-0.11148272,0,0,0,0,0,0,0.05574136,0.000247105,-0.000494211,0,0,0,0,0,0,0.000247105,0.033606334,0,0.03385344,0,0,0.000247105
COMMERCIAL,CARR,C-2,,0.97784778,3769,1.061678463,-1.11223458,0,0,0.429726997,0,0,0,-0.37917088,0.010378427,-0.010872638,0,0,0.004200792,0,0,0,-0.003706581,0.294055426,0,0.304433853,0,0,0.010378427
COMMERCIAL,CARR,C-2,,0.24275376,3770,-0.510204082,0,0,0,0,0,0,0,0.510204082,-0.001235527,0,0,0,0,0,0,0,0.001235527,0.001235527,0,0,0,0,-0.001235527
COMMERCIAL,CARR,C-1,,0.55154586,3772,-1.789709172,-0.62639821,0,0,-0.089485459,-0.044742729,0,0,2.55033557,-0.009884216,-0.003459476,0,0,-0.000494211,-0.000247105,0,0,0.014085008,0.260696197,0,0.250811981,0,0,-0.009884216
COMMERCIAL,CARR,C-1,,0.35965565,3773,2.542955326,-2.474226804,0,0,0,0,0,0,-0.068728522,0.0091429,-0.008895794,0,0,0,0,0,0,-0.000247105,0.049668185,0,0.058811085,0,0,0.0091429
COMMERCIAL,CARR,C-1,,1.42077769,3774,-0.01738828,0,0,0,0,0,0,0,0.01738828,-0.000247105,0,0,0,0,0,0,0,0.000247105,0.359538357,0,0.359291252,0,0,-0.000247105
COMMERCIAL,CARR,C-1,,1.13017946,3775,0.568430258,-0.043725404,0,0,0,-0.524704854,0,0,0,0.00642474,-0.000494211,0,0,0,-0.00593053,0,0,0,0.235738552,0,0.242163292,0,0,0.00642474
COMMERCIAL,CARR,C-1,,0.82885857,3776,-0.029806259,-0.059612519,0,0,0.089418778,0,0,0,0,-0.000247105,-0.000494211,0,0,0.000741316,0,0,0,0,0.287630686,0,0.28738358,0,0,-0.000247105
COMMERCIAL,CARR,C-1,,0.11876843,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010131321,0,0.010131321,0,0,0
COMMERCIAL,CARR,C-1,,0.89488795,3778,-1.656086116,-0.303615788,0,0,1.904499034,0,0,0,0.055202871,-0.014826324,-0.002718159,0,0,0.017050273,0,0,0,0.000494211,0.294549637,0,0.279723313,0,0,-0.014826324
COMMERCIAL,CARR,C-1,,0.27976248,3779,1.235657546,-0.176522507,0,0,0,-0.79435128,0,0,-0.26478376,0.003459476,-0.000494211,0,0,0,-0.002223949,0,0,-0.000741316,0.029652648,0,0.033112124,0,0,0.003459476
COMMERCIAL,CARR,C-2,,0.72612765,3780,1.428571429,-2.857142857,0,0,0,0,0,0,1.428571429,0.010378427,-0.020756854,0,0,0,0,0,0,0.010378427,0.27502831,0,0.285406737,0,0,0.010378427
COMMERCIAL,CARR,C-2,,0.11692839,3783,4.421052632,-1.684210526,0,0,0,0,0,0,-2.736842105,0.005189213,-0.001976843,0,0,0,0,0,0,-0.00321237,0.04620871,0,0.051397923,0,0,0.005189213
COMMERCIAL,CARR,C-2,,0.8443831,3784,0.614394383,-0.585137507,0,0,0,0,0,0,-0.029256875,0.005189213,-0.004942108,0,0,0,0,0,0,-0.000247105,0.449484723,0,0.454673936,0,0,0.005189213
COMMERCIAL,CARR,C-2,,1.16582452,3785,0.720644341,-0.211954218,0,0,0,0,0,0,-0.508690123,0.008401584,-0.002471054,0,0,0,0,0,0,-0.00593053,0.121575857,0,0.12997744,0,0,0.008401584
COMMERCIAL,CARR,C-1,,0.6749424,3786,0.586080586,-0.549450549,0,0,0,-0.036630037,0,0,0,0.003953686,-0.003706581,0,0,0,-0.000247105,0,0,0,0.108973481,0,0.112927168,0,0,0.003953686
COMMERCIAL,CARR,C-2,,0.76210432,3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761825948,0,0.761825948,0,0,0
COMMERCIAL,CARR,C-1,,0.43196303,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089205049,0,0.089205049,0,0,0
COMMERCIAL,CARR,C-1,,0.56534289,3789,2.182453077,-2.182453077,0,0,0,0,0,0,0,0.01235527,-0.01235527,0,0,0,0,0,0,0,0.094888474,0,0.107243744,0,0,0.01235527
COMMERCIAL,CARR,C-1,,0.440741,3790,1.516002246,-1.066816395,0,0,-0.056148231,0,0,0,-0.393037619,0.006671846,-0.004695003,0,0,-0.000247105,0,0,0,-0.001729738,0.069930828,0,0.076602674,0,0,0.006671846
COMMERCIAL,CARR,C-1,,0.56604679,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103042952,0,0.103042952,0,0,0
COMMERCIAL,CARR,C-1,,1.17249752,3792,3.05907173,-2.489451477,0,0,0,0,0,0,-0.569620253,0.035830283,-0.029158437,0,0,0,0,0,0,-0.006671846,0.08969926,0,0.125529543,0,0,0.035830283
COMMERCIAL,CARR,C-1,,0.4822221,3793,0.360082305,-0.360082305,0,0,0,0,0,0,0,0.001729738,-0.001729738,0,0,0,0,0,0,0,0.038548442,0,0.04027818,0,0,0.001729738
COMMERCIAL,CARR,C-1,,0.61806668,3794,0.439297125,-0.439297125,0,0,0,0,0,0,0,0.002718159,-0.002718159,0,0,0,0,0,0,0,0.204356166,0,0.207074325,0,0,0.002718159
COMMERCIAL,CARR,C-1,,0.5254699,3795,0.423330198,-0.423330198,0,0,0,0,0,0,0,0.002223949,-0.002223949,0,0,0,0,0,0,0,0.099336371,0,0.101560319,0,0,0.002223949
COMMERCIAL,CARR,C-1,,0.15891206,3796,2.33281493,-1.555209953,0,0,0,0,0,0,-0.777604977,0.003706581,-0.002471054,0,0,0,0,0,0,-0.001235527,0.029652648,0,0.033359229,0,0,0.003706581
COMMERCIAL,CARR,C-1,,0.43907354,3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108973481,0,0.108973481,0,0,0
COMMERCIAL,CARR,C-1,,0.42689494,3798,0.173711639,-0.173711639,0,0,0,0,0,0,0,0.000741316,-0.000741316,0,0,0,0,0,0,0,0.209051168,0,0.209792485,0,0,0.000741316
COMMERCIAL,CARR,C-2,,0.51215718,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010131321,0,0.010131321,0,0,0
COMMERCIAL,CARR,C-2,,1.63801695,3800,0.362866647,0.241911098,0,0,0,0,0,0,-0.604777744,0.00593053,0.003953686,0,0,0,0,0,0,-0.009884216,0.374611786,0,0.380542316,0,0,0.00593053
